"","code","state","period","lforce","unemployed","urate","openings","jobrate","pop","stindex","C1","C2","C3","C4","C5","C6","C7","H1","f_lfp","educrate","lhshr","avgage","o_lfp","covid"
"36",2,"Alaska","20-Dec",350219,23032,6.6,16000,0.046621813,732441,"62.5","3","2","2","4","0","1","2","2","0.616600790513834","0.298701298701299","0.0728597449908925","36","0.830409356725146","41487"
"37",2,"Alaska","21-Jan",349096,24097,6.9,21000,0.060693817,732673,"57.2441935483871","2.58064516129032","1","2","4","0","1","2","2","0.579766536964981","0.290963257199603","0.0651769087523277","35","0.736263736263736","50264"
"38",2,"Alaska","21-Feb",346481,24507,7.1,24000,0.069369375,732673,"55.09","2","1","2","4","0","1","2","2","0.579143389199255","0.276126558005753","0.0815217391304348","35","0.787878787878788","54716"
"39",2,"Alaska","21-Mar",344975,25490,7.4,23000,0.067156226,732673,"47.6264516129032","1.45161290322581","1","1.2258064516129","3.2258064516129","0","1","2","2","0.565217391304348","0.27893175074184","0.0609037328094303","35","0.772277227722772","58317"
"40",2,"Alaska","21-Apr",348398,24425,7,25000,0.07163878,732673,"43.52","1","1","1","3","0","1","1.83333333333333","2","0.602822580645161","0.295591182364729","0.0648854961832061","36","0.790575916230366","63171.5"
"41",2,"Alaska","21-May",350681,22576,6.4,30000,0.083774312,732673,"36.57","1","1","1","3","0","1","1","2","0.628048780487805","0.297430830039526","0.0660550458715596","36","0.9","66769"
"42",2,"Alaska","21-Jun",354816,23095,6.5,34000,0.092967043,732673,"33.8","1","1","1","3","0","1","1","2","0.632780082987552","0.298907646474677","0.10377358490566","36","0.949720670391061","67923"
"43",2,"Alaska","21-Jul",355856,21021,5.9,40000,0.106713621,732673,"31.1670967741935","1","0.290322580645161","1","3","0","1","1","2","0.611111111111111","0.307531380753138","0.0933852140077821","37","0.964912280701754","69453"
"44",2,"Alaska","21-Aug",353294,17934,5.1,30000,0.082110795,732673,"31.7012903225806","1","0.870967741935484","1","3","0","1","1","2","0.618421052631579","0.305351521511018","0.0931098696461825","35","1.00662251655629","77343"
"45",2,"Alaska","21-Sep",350820,18556,5.3,26000,0.072572181,732673,"31.94","1","1","1","3","0","1","1","2","0.648590021691974","0.31629392971246","0.0797773654916512","36","0.909722222222222","94618.5"
"46",2,"Alaska","21-Oct",351026,18645,5.3,24000,0.067343657,732673,"33.56","1","1","1","3","0","1","1","2","0.675847457627119","0.320949432404541","0.0810344827586207","36","0.981012658227848","123369"
"47",2,"Alaska","21-Nov",352259,19543,5.5,22000,0.062021448,732673,"35.744","1","1","1","3","0","0.7","0.7","2","0.671806167400881","0.32208922742111","0.0922242314647378","36","0.972602739726027","141076.5"
"48",2,"Alaska","21-Dec",351565,18916,5.4,27000,0.075073196,732673,"31.02","1","1","1","3","0","0","0","2","0.62046908315565","0.32230522945571","0.0966542750929368","36","0.855491329479769","148772"
"49",3,"Arizona","20-Jan",3587269,173912,4.8,165000,0.046110547,7177986,"1.07612903225806","0","0","0","0","0","0","0","0.193548387096774","0.568862275449102","0.314814814814815","0.100213219616205","40","0.734285714285714","1"
"50",3,"Arizona","20-Feb",3597043,162885,4.5,153000,0.04265215,7177986,"5.56","0","0","0","0","0","0","0","1","0.581947743467934","0.300123001230012","0.101147028154327","39","0.713864306784661","1"
"51",3,"Arizona","20-Mar",3585541,186149,5.2,120000,0.034096799,7177986,"22.6983870967742","1.54838709677419","0.967741935483871","0.516129032258065","0","0.032258064516129","0.0645161290322581","0","1.96774193548387","0.54798331015299","0.305096913137114","0.0861833105335157","40","0.627062706270627","18"
"52",3,"Arizona","20-Apr",3523144,499744,14.2,119000,0.037869145,7177986,"60.5526666666667","3","2","1.03333333333333","0","1","2","1.46666666666667","2","0.545058139534884","0.314092953523238","0.0537974683544304","40","0.679856115107914","4098"
"53",3,"Arizona","20-May",3613337,387259,10.7,121000,0.036150935,7177986,"55.0770967741935","3","1.48387096774194","2","0","0.483870967741935","1.48387096774194","0.967741935483871","2","0.53525641025641","0.311312964492155","0.0439739413680782","40","0.637404580152672","13631"
"54",3,"Arizona","20-Jun",3559525,385973,10.8,122000,0.037019595,7177986,"40.9866666666667","3","1.06666666666667","2","0","0","1","0","2","0.540229885057471","0.323353293413174","0.0764006791171477","40","0.661290322580645","37907.5"
"55",3,"Arizona","20-Jul",3609819,394487,10.9,152000,0.045139594,7177986,"44.44","3","2","2","0","0","1","0","2","0.565916398713826","0.329752066115702","0.0830564784053156","41","0.698473282442748","134650"
"56",3,"Arizona","20-Aug",3518126,249959,7.1,170000,0.049444951,7177986,"46.2635483870968","2.61290322580645","2","0.645161290322581","2.80645161290323","0.935483870967742","1","0","2","0.54071661237785","0.331670822942643","0.0792393026941363","40","0.66412213740458","193605"
"57",3,"Arizona","20-Sep",3557313,249405,7,152000,0.043931804,7177986,"39.07","2","2","0","3","1","0.8","0","2","0.557291666666667","0.331357048748353","0.0909090909090909","38","0.67986798679868","209656.5"
"58",3,"Arizona","20-Oct",3549866,226423,6.4,175000,0.050022253,7177986,"32.2906451612903","2","1.67741935483871","0.419354838709677","3","0","0","0","2","0.531486146095718","0.334610472541507","0.0947109471094711","39.5","0.648318042813456","229615"
"59",3,"Arizona","20-Nov",3575128,229103,6.4,136000,0.039057732,7177986,"35.0013333333333","2","1","1","3","0.266666666666667","0","0","2","0.521573604060914","0.331844288449266","0.0833333333333333","40","0.679127725856698","276389.5"
"60",3,"Arizona","20-Dec",3566534,239544,6.7,154000,0.044240288,7177986,"38.7358064516129","2","1","1.80645161290323","3","0","0","0","2","0.513583441138422","0.332214765100671","0.0816864295125165","41","0.659574468085106","429526"
"61",3,"Arizona","21-Jan",3572898,246905,6.9,171000,0.048899154,7276316,"43.0412903225807","2","1.87096774193548","2","3","0","0","0","2","0.487928843710292","0.334212261041529","0.0729442970822281","42","0.653958944281525","667301"
"62",3,"Arizona","21-Feb",3590240,253833,7.1,176000,0.050108088,7276316,"43.52","2","2","2","3","0","0","0","2","0.519621109607578","0.337517433751743","0.0741721854304636","41","0.630094043887147","798427.5"
"63",3,"Arizona","21-Mar",3599372,231829,6.4,176000,0.049667804,7276316,"33.3793548387097","1.45161290322581","0.903225806451613","1.25806451612903","3","0","0","0","2","0.521186440677966","0.33382461311717","0.0807799442896936","39","0.625","834503"
"64",3,"Arizona","21-Apr",3609550,232992,6.5,211000,0.05881438,7276316,"18.0083333333333","1","0","1","0.5","0","0","0","2","0.524137931034483","0.338766832034018","0.0888030888030888","36","0.627177700348432","852147.5"
"65",3,"Arizona","21-May",3628009,243383,6.7,213000,0.05920571,7276316,"15.74","1","0","1","0","0","0","0","2","0.550531914893617","0.324804548685146","0.0875160875160875","37","0.631578947368421","872978"
"66",3,"Arizona","21-Jun",3656599,265866,7.3,189000,0.052797234,7276316,"15.74","1","0","1","0","0","0","0","2","0.543448275862069","0.329842931937173","0.0946327683615819","39","0.63758389261745","887787"
"67",3,"Arizona","21-Jul",3644623,233367,6.4,242000,0.066242278,7276316,"12.8735483870968","0.032258064516129","0","0.612903225806452","0","0","0","0","2","0.548913043478261","0.343680709534368","0.1","40","0.626198083067093","906116"
"68",3,"Arizona","21-Aug",3634888,193802,5.3,261000,0.070500793,7276316,"11.11","0","0","0","0","0","0","0","2","0.546811397557666","0.332608695652174","0.0974025974025974","40","0.666666666666667","967862"
"69",3,"Arizona","21-Sep",3659536,157998,4.3,209000,0.056326064,7276316,"11.11","0","0","0","0","0","0","0","2","0.563400576368876","0.340740740740741","0.0902160101651842","39","0.71326164874552","1057346.5"
"70",3,"Arizona","21-Oct",3654989,133663,3.7,243000,0.064553389,7276316,"11.11","0","0","0","0","0","0","0","2","0.552857142857143","0.34053275737941","0.108142493638677","40","0.736654804270463","1131976"
"71",3,"Arizona","21-Nov",3672206,117309,3.2,202000,0.053767777,7276316,"11.11","0","0","0","0","0","0","0","2","0.533823529411765","0.330866025166543","0.0801526717557252","40","0.738007380073801","1218813"
"72",3,"Arizona","21-Dec",3657606,101842,2.8,201000,0.053503494,7276316,"11.11","0","0","0","0","0","0","0","2","0.535321821036107","0.32734375","0.0864714086471409","39","0.666666666666667","1326908"
"73",4,"Arkansas","20-Jan",1356254,56515,4.2,61000,0.044828582,3012232,"0","0","0","0","0","0","0","0","0","0.525751072961373","0.2750569476082","0.0766806722689076","40","0.641221374045801","0"
"74",4,"Arkansas","20-Feb",1371586,55507,4,59000,0.042906626,3012232,"0","0","0","0","0","0","0","0","0","0.553145336225597","0.273933102652826","0.0726895119418484","40","0.659367396593674","0"
"75",4,"Arkansas","20-Mar",1367760,57100,4.2,53000,0.038865993,3012232,"18.908064516129","1.61290322580645","0.967741935483871","0.774193548387097","0.645161290322581","0","0","0","0.67741935483871","0.510506798516687","0.283244680851064","0.0714285714285714","42","0.618279569892473","17"
"76",4,"Arkansas","20-Apr",1367099,132291,9.7,52000,0.040410069,3012232,"47.78","3","2","2","4","0","0","0","1.26666666666667","0.492921492921493","0.267489711934156","0.0580357142857143","43","0.573333333333333","1609"
"77",4,"Arkansas","20-May",1359019,118575,8.7,43000,0.033503604,3012232,"60.7216129032258","3","2","1.09677419354839","3.09677419354839","0.67741935483871","0","1.74193548387097","2","0.509668508287293","0.267153284671533","0.0648011782032401","43","0.62","4578"
"78",4,"Arkansas","20-Jun",1360293,107148,7.9,43000,0.033175301,3012232,"51.1093333333333","3","2","1","1.93333333333333","1","0","0.933333333333333","2","0.480825958702065","0.267193675889328","0.0567986230636833","45","0.580060422960725","13054"
"79",4,"Arkansas","20-Jul",1356900,102232,7.5,61000,0.04636428,3012232,"40.74","3","2","1","1","1","0","0","2","0.471582181259601","0.258508914100486","0.0601769911504425","45","0.528125","31114"
"80",4,"Arkansas","20-Aug",1347895,84611,6.3,62000,0.046782426,3012232,"39.0077419354839","2.58064516129032","2","1","1","1","0","0","2","0.495548961424332","0.259345794392523","0.0574162679425837","44","0.614197530864197","52665"
"81",4,"Arkansas","20-Sep",1340180,77940,5.8,65000,0.04897381,3012232,"33.454","1.06666666666667","2","1","1","1","0","0","2","0.492665036674817","0.256297229219144","0.0683544303797468","42","0.629333333333333","71788"
"82",4,"Arkansas","20-Oct",1330274,63908,4.8,59000,0.044516005,3012232,"34.41","1.58064516129032","2","1","1","1","0","0","2","0.505142857142857","0.261025029797378","0.068075117370892","41","0.58974358974359","97539"
"83",4,"Arkansas","20-Nov",1327638,63285,4.8,55000,0.0416871,3012232,"35.9293333333333","1.93333333333333","1.53333333333333","1","1","1","0.7","0","2","0.51812865497076","0.254478072884497","0.0808202653799759","42","0.636604774535809","133694"
"84",4,"Arkansas","20-Dec",1366653,64314,4.7,53000,0.039104608,3012232,"35.9658064516129","2","1.41935483870968","1","1","1","1","0","2","0.523022432113341","0.267127592708988","0.0672268907563025","42","0.608478802992519","191504"
"85",4,"Arkansas","21-Jan",1349496,68919,5.1,67000,0.049718866,3025891,"41.8787096774194","2","2","1","3.90322580645161","1","0.129032258064516","0","2","0.510250569476082","0.263855421686747","0.0755813953488372","42","0.602905569007264","270178"
"86",4,"Arkansas","21-Feb",1353169,72037,5.3,68000,0.050402777,3025891,"39.55","1.96428571428571","1.53571428571429","1","3.57142857142857","1","0","0","2","0.523522316043426","0.280834914611006","0.065512978986403","44","0.648101265822785","313188"
"87",4,"Arkansas","21-Mar",1359037,64627,4.8,78000,0.056834328,3025891,"26.85","1","1","1","0","1","0","0","2","0.498159509202454","0.277884002549394","0.0731102850061958","43","0.629032258064516","327456"
"88",4,"Arkansas","21-Apr",1367128,58531,4.3,104000,0.073623263,3025891,"26.85","1","1","1","0","1","0","0","2","0.5","0.270581113801453","0.0767441860465116","41","0.656509695290859","333067.5"
"89",4,"Arkansas","21-May",1367707,61464,4.5,78000,0.056348488,3025891,"26.85","1","1","1","0","1","0","0","2","0.487414187643021","0.286567164179104","0.0712589073634204","39","0.610795454545455","338782"
"90",4,"Arkansas","21-Jun",1378507,69301,5,79000,0.056907981,3025891,"26.85","1","1","1","0","1","0","0","2","0.491965389369592","0.282018927444795","0.0835443037974684","40","0.605015673981191","344513"
"91",4,"Arkansas","21-Jul",1369922,62998,4.6,96000,0.068428511,3025891,"26.4912903225806","1","1","1","0","0.870967741935484","0","0","2","0.497481108312343","0.296056884292178","0.0888594164456233","40","0.574850299401198","362580"
"92",4,"Arkansas","21-Aug",1358013,51612,3.8,106000,0.075049508,3025891,"20.2506451612903","0.483870967741935","0.483870967741935","1","0","0","0","0","2","0.505689001264222","0.28106701366298","0.0798969072164948","41","0.590778097982709","420663"
"93",4,"Arkansas","21-Sep",1356554,42810,3.2,105000,0.074009124,3025891,"16.5746666666667","0.8","0","0.433333333333333","0","0","0","0","2","0.508430609597925","0.256596306068602","0.0793450881612091","42","0.577903682719547","480022"
"94",4,"Arkansas","21-Oct",1344647,32084,2.4,92000,0.0655008,3025891,"15.74","1","0","0","0","0","0","0","2","0.508365508365508","0.264451827242525","0.0700389105058366","41","0.515492957746479","506573"
"95",4,"Arkansas","21-Nov",1353114,29608,2.2,77000,0.054980129,3025891,"13.8866666666667","1","0","0","0","0","0","0","2","0.525445292620865","0.267549668874172","0.0733830845771144","40","0.56056338028169","520318"
"96",4,"Arkansas","21-Dec",1352420,32636,2.4,76000,0.054449686,3025891,"15.2916129032258","1","0","0","0","0","0","0","2","0.514066496163683","0.275254237288136","0.0667506297229219","41","0.56353591160221","541315"
"97",5,"California","20-Jan",19438620,873455,4.5,824000,0.042497962,39499738,"1.34516129032258","0","0","0","0","0","0","0","0","0.547640861200183","0.341518120646913","0.100147275405007","39","0.733098177542622","0"
"98",5,"California","20-Feb",19514077,844212,4.3,739000,0.038075385,39499738,"8.13862068965517","0","0","0","0","0","0","0","0.96551724137931","0.548104956268222","0.340943156923786","0.0965461522924662","39","0.731531531531531","8"
"99",5,"California","20-Mar",19167207,974161,5.1,630000,0.03346961,39499738,"46.6232258064516","1.90322580645161","1.45161290322581","1.48387096774194","2.38709677419355","0","1.16129032258065","0.838709677419355","1.45161290322581","0.536411609498681","0.346729602157788","0.0921215114843171","39","0.741258741258741","392"
"100",5,"California","20-Apr",18451970,2944524,16,499000,0.03117494,39499738,"76.85","3","3","2","4","0","2","2","2","0.514103982300885","0.35712266817411","0.0588996763754045","40","0.691022964509395","25303"
"101",5,"California","20-May",18348132,2834868,15.5,565000,0.03514061,39499738,"65.3841935483871","3","2.2258064516129","2","4","0","1.2258064516129","1.2258064516129","2","0.505313199105145","0.367176233054514","0.0603031280232183","40","0.684827586206897","76793"
"102",5,"California","20-Jun",18743309,2639792,14.1,625000,0.037361351,39499738,"62.04","3","2","2","4","0","1","1","2","0.514991181657848","0.37579811492855","0.0771484375","41","0.678749111584932","152506"
"103",5,"California","20-Jul",18789689,2548914,13.6,782000,0.045938456,39499738,"62.04","3","2","2","4","0","1","1","2","0.525558616467707","0.389327439216925","0.0879706764411863","41","0.69479090242113","356178"
"104",5,"California","20-Aug",18690463,2299887,12.3,666000,0.039046524,39499738,"60.3687096774194","3","2","2","4","0","1","1","2","0.521529659741042","0.379748798263297","0.0790060528830838","42","0.706552706552707","621562"
"105",5,"California","20-Sep",18494445,1933139,10.5,680000,0.039440168,39499738,"58.8","3","2","2","4","0","1","1","2","0.527599486521181","0.359032002115842","0.0799482535575679","40","0.727752142386289","761488"
"106",5,"California","20-Oct",18887681,1757771,9.3,784000,0.043764873,39499738,"56.3787096774194","3","2","2","3.25806451612903","0","1","1","2","0.544349939246659","0.343655967903711","0.0872134247222879","39","0.72591671845867","861476"
"107",5,"California","20-Nov",18667576,1544099,8.3,640000,0.036028982,39499738,"55.6173333333333","3","2","2","3.03333333333333","0","1.33333333333333","1","2","0.527695351137488","0.339297124600639","0.0857558139534884","39","0.700958466453674","1024290"
"108",5,"California","20-Dec",18660835,1702248,9.1,568000,0.032407907,39499738,"60.8293548387097","3","2","2","4","0","2","1.06451612903226","2","0.526034337179848","0.352538920413211","0.0791571753986333","40","0.709837225760793","1671081"
"109",5,"California","21-Jan",18621937,1720196,9.2,730000,0.041402605,39237836,"63.13","3","2","2","4","0","1.83870967741935","2","2","0.52202462380301","0.342463809253477","0.0833333333333333","40","0.698074277854195","2900246"
"110",5,"California","21-Feb",19020738,1598534,8.4,686000,0.037883381,39237836,"61.57","3","2","2","4","0","1","2","2","0.541406054540906","0.340268803308348","0.0908869395711501","39","0.719839142091153","3403121.5"
"111",5,"California","21-Mar",18911292,1549839,8.2,798000,0.043944055,39237836,"56.5235483870968","2.12903225806452","2","2","4","0","1.51612903225806","1","2","0.543319415448852","0.344029950528146","0.0884439939178915","39","0.729108635097493","3530055"
"112",5,"California","21-Apr",18813978,1521536,8.1,956000,0.052388034,39237836,"56.5703333333333","2","2","2","4","0","1.7","1.03333333333333","2","0.529084471421346","0.342355053873781","0.0831079419719695","39","0.728005372733378","3610123.5"
"113",5,"California","21-May",18946169,1422702,7.5,951000,0.051476451,39237836,"53.7770967741936","2","2","2","4","0","0.645161290322581","1","2","0.546293921518338","0.34996112982638","0.0858806404657933","39","0.735392881128274","3664909"
"114",5,"California","21-Jun",19003600,1524557,8,1070000,0.057684917,39237836,"40.2806666666667","2","0.933333333333333","1.46666666666667","2.4","0","0","0.466666666666667","2","0.542063492063492","0.352461209202782","0.0900025568908208","40","0.725398936170213","3698276.5"
"115",5,"California","21-Jul",19162864,1505402,7.9,1157000,0.061495248,39237836,"26.8535483870968","1.93548387096774","0","1","1","0","0","0","2","0.544051104604738","0.357433532284319","0.101835099508917","40","0.719651240778001","3904150"
"116",5,"California","21-Aug",19024036,1423841,7.5,1142000,0.060932031,39237836,"23.3293548387097","1","0","1","1","0","0","0","2","0.53416644509439","0.352836148880648","0.0961288646401663","40","0.733870967741935","4201675"
"117",5,"California","21-Sep",19055441,1212007,6.4,1170000,0.061535439,39237836,"25.93","1","0","1","1","0","0","0","2","0.5387333514542","0.357841766843724","0.100789004835836","40","0.755586592178771","4581078.5"
"118",5,"California","21-Oct",19106763,1166737,6.1,1247000,0.064991834,39237836,"27.6009677419355","1","0.451612903225806","1","1","0","0","0","2","0.552519893899204","0.364095563139932","0.0951918406993686","39","0.758477508650519","4787698"
"119",5,"California","21-Nov",19174527,1036255,5.4,1096000,0.056981621,39237836,"29.63","1","1","1","1","0","0","0","2","0.54967069154775","0.36550365785031","0.0918595967139657","39","0.756909992912828","4995132.5"
"120",5,"California","21-Dec",19065788,960384,5,1075000,0.056046786,39237836,"27.388064516129","1","1","1","1","0","0","0","2","0.546149645002731","0.372846025569761","0.0935180603661554","39","0.740582800284293","5171129"
"121",6,"Colorado","20-Jan",3144882,90641,2.9,120000,0.037804313,5784308,"0","0","0","0","0","0","0","0","0","0.620450606585789","0.42390369733448","0.10562414266118","40","0.844155844155844","0"
"122",6,"Colorado","20-Feb",3163054,91030,2.9,123000,0.038497363,5784308,"0.575172413793103","0","0","0","0","0","0","0","0.103448275862069","0.61660777385159","0.421284080914688","0.0946502057613169","40","0.838565022421525","0"
"123",6,"Colorado","20-Mar",3079676,153311,5,107000,0.035274357,5784308,"32.1996774193548","1.09677419354839","1.35483870967742","1.06451612903226","2.32258064516129","0.516129032258065","0.516129032258065","0","1.51612903225806","0.577067669172932","0.437858508604206","0.0790774299835255","42","0.732758620689655","138"
"124",6,"Colorado","20-Apr",2959510,360423,12.2,107000,0.039540488,5784308,"72.0356666666667","3","2.86666666666667","2","4","1","2","0.833333333333333","2","0.551923076923077","0.434402332361516","0.0298210735586481","42","0.765765765765766","8708.5"
"125",6,"Colorado","20-May",3084205,360601,11.7,1e+05,0.035415731,5784308,"67.8648387096774","3","2","2","4","1","1.25806451612903","1.25806451612903","2","0.542094455852156","0.444216990788127","0.0483558994197292","42","0.76056338028169","22066"
"126",6,"Colorado","20-Jun",3166070,361503,11.4,103000,0.035424807,5784308,"58.427","2","2","1.56666666666667","4","1","1","1","2","0.57051282051282","0.436634717784878","0.082","43","0.815165876777251","29724.5"
